Customer ID,total_spend,purchase_frequency,avg_basket_size,cat_diversity,recency,gap,age
CUST001,108463.86,8,3.2125,10,605,2.65,24
CUST002,74279.45,10,3.358490566037736,9,578,5.0,35
CUST003,62369.9,8,2.9423076923076925,9,580,4.3076923076923075,26
CUST004,30660.58,3,2.65,5,571,14.25,25
CUST005,71997.45,5,3.020408163265306,9,640,4.877551020408164,29
CUST006,23434.260000000002,3,3.1666666666666665,9,629,10.444444444444445,50
CUST007,66594.02,6,3.2790697674418605,8,634,3.9767441860465116,33
CUST008,70912.33,8,2.6666666666666665,8,587,4.507936507936508,46
CUST009,21514.41,5,2.7857142857142856,6,607,20.357142857142858,21
CUST010,51390.25,4,3.3636363636363638,7,591,7.787878787878788,54
CUST011,57793.41,5,3.1142857142857143,9,551,8.457142857142857,28
CUST012,15828.220000000001,2,3.888888888888889,5,651,0.3333333333333333,47
CUST013,27732.63,4,3.0,8,624,6.5,29
CUST014,27634.06,4,3.111111111111111,8,550,11.222222222222221,42
CUST015,95009.05,8,2.966666666666667,9,559,4.933333333333334,53
CUST016,17286.1,4,3.2,7,610,10.133333333333333,56
CUST017,101181.54,9,3.262295081967213,8,618,3.4754098360655736,22
CUST018,32465.29,5,3.0689655172413794,10,597,5.758620689655173,55
CUST019,32953.89,4,3.1739130434782608,9,558,13.608695652173912,50
CUST020,63114.66,6,3.1,9,535,7.5,52
CUST021,76304.27,6,3.268292682926829,7,531,8.292682926829269,63
CUST022,123217.8,10,2.781609195402299,9,589,2.8620689655172415,32
CUST023,74464.97,7,3.54,9,549,6.58,47
CUST024,68780.59,6,3.2,9,542,5.325,55
CUST025,66459.12,4,3.375,8,611,6.65,64
CUST026,152223.72,11,2.967032967032967,10,580,3.3736263736263736,28
CUST027,58583.33,4,3.2037037037037037,8,657,4.185185185185185,20
CUST028,71733.26,4,3.5483870967741935,7,538,9.258064516129032,57
CUST029,47616.47,4,3.2857142857142856,9,617,7.0,64
CUST030,88144.42,7,2.9315068493150687,9,675,2.780821917808219,44
CUST031,79304.15,6,3.425925925925926,10,587,5.388888888888889,20
CUST032,63658.9,6,3.081081081081081,7,608,6.216216216216216,55
CUST033,55048.69,6,2.7906976744186047,8,539,6.162790697674419,47
CUST034,36965.64,5,2.6923076923076925,9,542,11.5,28
CUST035,159726.56,10,3.1627906976744184,10,531,2.751937984496124,44
CUST036,78818.68,5,2.6666666666666665,10,551,5.96078431372549,20
CUST037,99486.77,7,2.6973684210526314,10,554,3.1842105263157894,45
CUST038,32156.22,5,2.3421052631578947,9,551,8.5,42
CUST039,90409.04,7,3.16,8,539,6.6,62
CUST040,19225.34,5,3.533333333333333,6,607,15.466666666666667,46
CUST041,37601.08,4,3.466666666666667,9,565,6.733333333333333,18
CUST042,118966.26,11,2.9135802469135803,10,605,2.9876543209876543,62
CUST043,7368.51,1,3.0,5,737,0.0,56
CUST044,71149.37,6,2.8181818181818183,6,573,6.181818181818182,33
CUST045,96614.97,9,2.971830985915493,9,559,4.535211267605634,37
CUST046,28817.7,4,2.75,7,564,9.25,61
CUST047,23295.25,4,2.15,6,600,14.3,52
CUST048,60465.92,5,2.8636363636363638,10,625,5.295454545454546,63
CUST049,110908.37,6,3.274193548387097,10,529,5.806451612903226,56
CUST050,35850.5,4,2.717948717948718,9,583,6.641025641025641,52
CUST051,96537.56999999999,13,3.0454545454545454,10,551,4.196969696969697,37
CUST052,118363.09,9,2.9220779220779223,9,551,4.233766233766234,22
CUST053,18478.64,5,3.4,6,582,17.866666666666667,53
CUST054,52040.93,7,3.0,9,531,9.64864864864865,63
CUST055,30468.18,5,2.28125,9,598,6.53125,61
CUST056,77967.4,10,2.814814814814815,10,544,5.907407407407407,33
CUST057,80687.5,9,3.108695652173913,10,535,6.456521739130435,29
CUST058,143769.77,12,2.76,10,607,2.26,31
CUST059,132429.1,8,3.218390804597701,10,616,2.689655172413793,30
CUST060,45547.86,5,3.6363636363636362,10,540,10.333333333333334,19
CUST061,68466.89,5,3.4782608695652173,9,628,3.9347826086956523,45
CUST062,35265.5,3,3.7,6,640,7.15,50
CUST063,96129.41,9,2.73972602739726,10,532,4.273972602739726,55
CUST064,60847.07,5,3.046511627906977,8,661,5.116279069767442,51
CUST065,19369.54,4,2.1739130434782608,9,570,13.478260869565217,39
CUST066,95671.25,7,3.140845070422535,9,556,3.1267605633802815,47
CUST067,55756.61,4,2.8292682926829267,10,559,5.487804878048781,28
CUST068,92616.13,7,3.491228070175439,9,530,5.5964912280701755,31
CUST069,69871.12,6,3.4358974358974357,9,579,7.230769230769231,42
CUST070,61940.8,6,3.4,8,543,8.085714285714285,43
CUST071,55930.78,5,2.926829268292683,8,661,5.487804878048781,49
CUST072,15510.32,4,2.8333333333333335,7,530,21.166666666666668,48
CUST073,50734.83,4,2.857142857142857,9,616,2.657142857142857,25
CUST074,16481.89,2,2.7058823529411766,7,549,7.529411764705882,46
CUST075,19759.940000000002,2,2.8,5,604,7.0,25
CUST076,74370.27,8,3.109090909090909,10,564,4.254545454545455,56
CUST077,75094.98,6,3.5,10,582,6.291666666666667,56
CUST078,43951.9,5,2.9615384615384617,6,617,9.73076923076923,27
CUST079,50774.86,4,3.4285714285714284,8,550,6.485714285714286,53
CUST080,23162.4,2,2.9285714285714284,7,677,14.285714285714286,58
CUST081,52473.28,8,2.744186046511628,9,581,4.837209302325581,26
CUST082,77123.31,7,3.0754716981132075,9,534,5.245283018867925,46
CUST083,64962.82,7,3.0,10,584,5.489795918367347,55
CUST084,40782.84,4,3.625,9,557,9.458333333333334,53
CUST085,72436.95,8,3.1578947368421053,8,542,5.2631578947368425,47
CUST086,18175.96,4,2.3333333333333335,5,589,6.2,48
CUST087,38135.92,4,2.48,8,571,11.8,57
CUST088,69056.22,8,2.9827586206896552,10,555,5.793103448275862,45
CUST089,70644.57,7,2.7857142857142856,9,552,7.690476190476191,64
CUST090,14223.94,2,3.4166666666666665,5,549,12.416666666666666,45
CUST091,78605.87,7,3.607843137254902,9,533,6.588235294117647,43
CUST092,150181.22,10,2.977777777777778,10,546,3.488888888888889,65
CUST093,32006.91,7,4.0588235294117645,5,583,16.0,39
CUST094,7909.43,2,2.375,7,826,3.875,56
CUST095,57149.65,7,3.21875,9,594,7.5625,63
CUST096,21646.83,4,3.111111111111111,5,542,9.833333333333334,29
CUST097,47418.1,5,2.7142857142857144,9,658,2.6666666666666665,60
CUST098,50663.05,5,3.022727272727273,10,640,5.363636363636363,20
CUST099,11674.85,4,2.526315789473684,5,562,14.210526315789474,20
CUST100,17225.52,3,2.7333333333333334,6,556,11.733333333333333,39
CUST1000,82891.45,10,3.125,9,557,5.15625,61
CUST1001,1799.94,2,2.0,1,2,0.0,35
CUST101,27063.71,3,2.5,6,700,1.1363636363636365,29
CUST102,52971.259999999995,7,2.7755102040816326,9,611,5.408163265306122,57
CUST103,38432.73,4,3.590909090909091,7,588,12.0,59
CUST104,49417.57,4,3.272727272727273,7,638,6.0,49
CUST105,42925.36,4,3.212121212121212,9,587,8.484848484848484,24
CUST106,38292.21,4,3.3333333333333335,9,767,3.393939393939394,42
CUST107,20116.51,3,3.25,7,625,8.625,48
CUST108,51097.19,3,3.1538461538461537,6,647,9.0,20
CUST109,70797.9,7,3.573529411764706,10,542,3.5588235294117645,54
CUST110,198280.11000000002,11,3.1981981981981984,10,607,2.3963963963963963,36
CUST111,88427.71,9,3.0923076923076924,10,607,2.4,57
CUST112,86196.23999999999,7,3.23728813559322,10,563,4.9491525423728815,61
CUST113,43785.44,4,2.56,4,703,7.32,23
CUST114,65247.4,7,2.8833333333333333,10,609,4.666666666666667,58
CUST115,68672.39,8,3.0416666666666665,10,541,6.625,46
CUST116,39586.23,5,2.75,8,632,6.75,33
CUST117,96985.84,7,3.096774193548387,10,578,5.064516129032258,55
CUST118,93908.6,7,3.3703703703703702,9,544,5.833333333333333,52
CUST119,24455.83,5,3.1578947368421053,6,622,11.631578947368421,20
CUST120,60759.86,8,2.9,9,532,5.58,50
CUST121,51416.28,7,2.857142857142857,10,551,5.071428571428571,40
CUST122,66024.41,4,2.78,9,603,5.58,60
CUST123,35741.01,7,3.074074074074074,6,620,10.037037037037036,55
CUST124,78489.92,8,2.53125,10,543,4.21875,55
CUST125,41122.84,6,3.0,8,545,9.228571428571428,21
CUST126,48064.56,5,3.0,8,557,10.0,64
CUST127,62173.17,6,3.3783783783783785,7,529,8.54054054054054,46
CUST128,31954.399999999998,5,3.272727272727273,7,540,15.5,45
CUST129,25540.1,4,2.7142857142857144,6,588,10.142857142857142,48
CUST130,79275.38,7,3.0701754385964914,10,540,3.9473684210526314,19
CUST131,76589.99,9,2.962962962962963,9,584,5.055555555555555,59
CUST132,80123.04,8,3.1076923076923078,10,531,5.430769230769231,46
CUST133,111886.56,6,3.3870967741935485,10,590,3.467741935483871,64
CUST134,71983.81,7,2.7346938775510203,9,575,6.142857142857143,24
CUST135,65352.07,8,3.1458333333333335,8,545,5.9375,21
CUST136,69877.95,7,3.372093023255814,10,530,5.255813953488372,33
CUST137,27868.85,5,2.9545454545454546,7,565,10.5,63
CUST138,44481.11,4,2.710526315789474,9,548,5.815789473684211,34
CUST139,80143.56999999999,7,3.2241379310344827,10,557,4.362068965517241,47
CUST140,69162.4,7,3.0892857142857144,10,568,5.571428571428571,44
CUST141,80348.58,6,2.9130434782608696,9,630,4.934782608695652,23
CUST142,109848.67,9,2.6625,10,540,3.7875,36
CUST143,64920.21,7,2.849056603773585,10,531,6.811320754716981,42
CUST144,89076.16,10,2.857142857142857,10,565,2.873015873015873,45
CUST145,12518.34,3,3.4166666666666665,7,613,10.0,48
CUST146,33982.369999999995,8,2.3902439024390243,9,560,7.439024390243903,39
CUST147,46551.49,6,2.8684210526315788,9,608,7.315789473684211,32
CUST148,48992.7,7,2.682926829268293,9,557,6.414634146341464,63
CUST149,36769.35,4,2.6,9,583,7.266666666666667,58
CUST150,66437.51,6,2.7551020408163267,9,537,6.775510204081633,52
CUST151,72816.73,8,2.8095238095238093,10,553,3.9365079365079363,21
CUST152,16190.7,4,2.0,6,556,20.0,60
CUST153,30310.76,3,2.5454545454545454,8,551,3.090909090909091,25
CUST154,120009.04,10,3.0,10,543,3.7191011235955056,34
CUST155,121617.94,10,3.2195121951219514,10,551,3.951219512195122,40
CUST156,31350.91,4,3.6315789473684212,6,619,13.157894736842104,40
CUST157,59532.939999999995,7,3.0,10,657,4.277777777777778,35
CUST158,131485.09,10,2.86046511627907,10,554,3.813953488372093,63
CUST159,60060.9,8,3.0256410256410255,9,598,7.102564102564102,18
CUST160,33138.1,8,3.6,9,539,8.88,36
CUST161,50753.03,7,3.1724137931034484,7,562,11.206896551724139,56
CUST162,48752.87,4,3.65,7,531,11.35,35
CUST163,60540.3,6,3.0555555555555554,8,548,8.63888888888889,34
CUST164,25096.07,3,3.6153846153846154,5,551,9.0,49
CUST165,59045.64,7,3.175,10,564,6.7,40
CUST166,26075.17,3,2.8125,8,538,15.8125,44
CUST167,11506.04,2,2.75,5,785,3.125,35
CUST168,71172.99,6,3.2045454545454546,10,544,7.431818181818182,38
CUST169,114846.79,10,2.701923076923077,10,573,2.6346153846153846,32
CUST170,46813.0,5,3.138888888888889,9,546,9.416666666666666,42
CUST171,42915.99,5,2.6470588235294117,9,570,6.176470588235294,43
CUST172,83533.66,7,3.196969696969697,10,528,5.075757575757576,39
CUST173,50938.729999999996,7,3.4444444444444446,9,620,7.138888888888889,19
CUST174,86076.19,8,2.8333333333333335,10,567,3.6666666666666665,23
CUST175,64947.41,7,2.5636363636363635,9,591,5.1454545454545455,23
CUST176,45249.18,5,3.119047619047619,10,576,6.761904761904762,48
CUST177,117982.74,9,3.013333333333333,10,568,4.2,59
CUST178,54419.2,4,3.388888888888889,6,700,1.8611111111111112,50
CUST179,61693.78,7,3.1515151515151514,8,574,8.212121212121213,29
CUST180,65765.11,8,2.5833333333333335,8,600,4.854166666666667,27
CUST181,36739.86,4,3.5,7,560,7.5,48
CUST182,65581.14,8,3.073170731707317,9,540,8.317073170731707,25
CUST183,7825.719999999999,2,3.4285714285714284,3,555,23.714285714285715,45
CUST184,120845.31,9,3.0123456790123457,10,561,4.08641975308642,38
CUST185,91449.16,8,2.767123287671233,10,556,3.780821917808219,23
CUST186,51341.76,5,3.064516129032258,8,577,4.387096774193548,27
CUST187,56501.65,6,2.935483870967742,8,590,8.64516129032258,64
CUST188,73447.93,8,2.92,10,550,6.08,54
CUST189,33677.42,5,2.8095238095238093,7,663,10.666666666666666,54
CUST190,34458.32,2,2.84,7,652,9.12,46
CUST191,32451.309999999998,5,3.210526315789474,8,574,13.631578947368421,61
CUST192,83103.52,8,2.9833333333333334,10,537,3.683333333333333,46
CUST193,66643.29,10,2.660377358490566,10,566,5.452830188679245,47
CUST194,165140.88,12,2.75,10,578,2.586206896551724,59
CUST195,44504.71,6,3.1481481481481484,8,606,9.666666666666666,44
CUST196,35110.91,4,3.227272727272727,6,623,9.409090909090908,34
CUST197,33273.67,6,2.911764705882353,9,567,5.5588235294117645,36
CUST198,17915.579999999998,4,2.857142857142857,7,633,15.714285714285714,24
CUST199,2350.38,1,2.0,3,652,0.0,47
CUST200,30963.04,5,3.2,7,759,2.92,27
CUST2000,100.0,1,1.0,1,2,0.0,25
CUST2001,100.0,1,1.0,1,2,0.0,25
CUST201,100011.2,7,2.8333333333333335,9,553,5.433333333333334,52
CUST202,31026.46,5,2.8,7,559,16.0,41
CUST203,71043.13,8,3.2549019607843137,10,542,6.137254901960785,33
CUST204,46868.94,5,3.096774193548387,7,566,9.0,61
CUST205,29280.68,4,3.12,7,630,7.6,56
CUST206,76921.61,9,3.3636363636363638,9,549,5.6,41
CUST207,53150.93,5,2.6122448979591835,9,548,6.857142857142857,41
CUST208,13667.38,4,2.588235294117647,9,598,10.470588235294118,62
CUST209,99814.0,11,3.253012048192771,10,570,3.6987951807228914,18
CUST210,26353.0,3,2.2941176470588234,5,670,5.588235294117647,47
CUST211,18950.54,4,3.210526315789474,7,545,15.0,29
CUST212,34325.61,6,3.0384615384615383,9,537,11.76923076923077,31
CUST213,44663.8,6,2.761904761904762,10,577,6.619047619047619,18
CUST214,92872.47,6,3.2222222222222223,7,676,3.185185185185185,48
CUST215,109609.81,8,3.3225806451612905,10,531,5.112903225806452,62
CUST216,10634.66,2,1.9090909090909092,6,764,4.7272727272727275,31
CUST217,96392.24,6,3.4242424242424243,9,556,3.742424242424242,62
CUST218,61410.61,5,2.96875,7,584,9.5,20
CUST219,41523.5,4,3.3636363636363638,8,625,11.954545454545455,40
CUST220,47795.32,6,2.5681818181818183,10,544,7.318181818181818,26
CUST221,100423.99,11,2.8705882352941177,9,565,3.458823529411765,53
CUST222,4149.3,2,4.0,3,555,82.33333333333333,18
CUST223,49591.69,7,3.4375,8,543,9.25,18
CUST224,38567.29,5,3.033333333333333,8,591,9.166666666666666,44
CUST225,61960.17,7,2.4615384615384617,9,534,6.038461538461538,44
CUST226,59141.6,4,3.3157894736842106,8,596,7.5,60
CUST227,92061.70999999999,4,3.63265306122449,7,671,3.63265306122449,60
CUST228,45064.95,4,2.8125,10,540,5.21875,52
CUST229,20425.04,5,3.230769230769231,9,551,24.53846153846154,60
CUST230,77886.95,7,2.9607843137254903,10,624,2.9607843137254903,29
CUST231,49461.9,4,3.057142857142857,9,552,5.0285714285714285,38
CUST232,79350.81,9,2.8461538461538463,10,556,5.269230769230769,63
CUST233,93424.73,10,3.1470588235294117,10,538,4.647058823529412,47
CUST234,92017.64,9,2.901639344262295,10,533,5.147540983606557,36
CUST235,43476.88,6,3.393939393939394,9,583,8.090909090909092,19
CUST236,43034.26,3,3.9,8,591,14.2,23
CUST237,101500.87,10,2.8536585365853657,10,552,3.2804878048780486,64
CUST238,94333.77,9,3.0350877192982457,9,557,5.824561403508772,48
CUST239,53901.46,8,2.84,8,559,6.44,58
CUST240,50214.8,3,3.1379310344827585,7,639,8.586206896551724,62
CUST241,77065.6,11,2.85,9,567,5.3,31
CUST242,26512.63,6,2.411764705882353,8,690,5.088235294117647,54
CUST243,104514.44,9,3.1343283582089554,9,618,3.8059701492537314,31
CUST244,54240.12,7,2.7837837837837838,8,700,5.108108108108108,30
CUST245,39578.2,3,3.107142857142857,10,708,5.964285714285714,64
CUST246,66879.25,10,3.2641509433962264,9,603,4.849056603773585,44
CUST247,110574.67,8,2.9342105263157894,10,621,2.4210526315789473,32
CUST248,53058.13,6,3.2444444444444445,9,538,7.333333333333333,56
CUST249,75843.96,7,3.1153846153846154,10,617,4.230769230769231,25
CUST250,40384.1,4,2.8,7,576,11.84,53
CUST251,102071.02,13,3.034090909090909,10,539,3.3181818181818183,47
CUST252,41930.59,3,3.75,6,565,12.5,39
CUST253,26025.82,5,2.933333333333333,8,554,11.133333333333333,18
CUST254,16339.490000000002,2,3.6,6,642,22.4,40
CUST255,78904.4,6,3.404255319148936,8,552,6.723404255319149,49
CUST256,96664.67,9,3.276923076923077,10,646,2.5846153846153848,23
CUST257,85147.55,7,2.869565217391304,10,612,2.4057971014492754,24
CUST258,3055.3,1,3.0,2,544,0.0,37
CUST259,11084.0,4,2.5384615384615383,7,590,19.153846153846153,50
CUST260,64085.700000000004,6,2.909090909090909,9,605,4.7727272727272725,26
CUST261,41861.08,7,2.7435897435897436,8,685,3.948717948717949,47
CUST262,78650.03,4,3.475,8,534,5.275,26
CUST263,106782.52,10,3.013157894736842,10,559,4.2631578947368425,52
CUST264,45064.770000000004,3,2.6470588235294117,7,674,6.411764705882353,43
CUST265,56337.9,6,3.0833333333333335,8,550,8.38888888888889,48
CUST266,22133.45,5,2.9047619047619047,8,572,14.761904761904763,18
CUST267,67130.68,6,3.0,9,577,5.276595744680851,42
CUST268,49526.78,7,2.5869565217391304,9,549,7.456521739130435,27
CUST269,72811.7,7,2.9375,9,585,5.6875,33
CUST270,62023.75,5,3.2195121951219514,9,563,3.926829268292683,25
CUST271,104342.77,9,3.1194029850746268,10,559,4.701492537313433,48
CUST272,71099.13,6,2.869565217391304,9,530,7.673913043478261,18
CUST273,56030.44,6,2.9705882352941178,8,613,7.5588235294117645,22
CUST274,51469.67,4,3.2972972972972974,8,553,7.891891891891892,56
CUST275,73715.28,6,3.1372549019607843,10,540,6.509803921568627,23
CUST276,131479.59,10,3.0481927710843375,10,594,3.4578313253012047,60
CUST277,77453.38,8,2.7333333333333334,9,554,5.133333333333334,52
CUST278,108273.86,9,2.746268656716418,10,583,4.522388059701493,29
CUST279,118336.35,8,3.081081081081081,10,553,3.689189189189189,63
CUST280,93489.84,12,2.7142857142857144,9,556,5.238095238095238,38
CUST281,98687.88,6,3.6379310344827585,9,593,2.3275862068965516,43
CUST282,64961.78,6,3.357142857142857,9,534,7.023809523809524,27
CUST283,42732.79,6,2.857142857142857,7,573,8.75,48
CUST284,25724.93,7,3.0,7,532,15.05,63
CUST285,76236.87,7,3.456140350877193,10,556,5.7368421052631575,55
CUST286,31491.67,4,3.0454545454545454,8,575,14.272727272727273,45
CUST287,14448.49,3,2.5,4,617,30.75,20
CUST288,66436.12,7,2.8484848484848486,10,573,1.6666666666666667,51
CUST289,41300.28,4,2.606060606060606,9,625,3.272727272727273,28
CUST290,55916.78,6,3.057142857142857,9,596,7.428571428571429,61
CUST291,96567.18000000001,10,2.753623188405797,10,561,4.434782608695652,53
CUST292,62846.39,5,3.0681818181818183,9,576,6.431818181818182,45
CUST293,42381.94,6,2.7666666666666666,8,543,5.133333333333334,36
CUST294,30326.6,5,2.926829268292683,8,588,5.975609756097561,29
CUST295,20071.44,5,2.3333333333333335,6,658,10.277777777777779,40
CUST296,33416.41,4,2.823529411764706,8,568,8.823529411764707,29
CUST297,85138.12,9,2.8596491228070176,10,759,2.2982456140350878,34
CUST298,118936.25,9,3.25,9,572,2.340909090909091,64
CUST299,42640.07,3,2.966666666666667,8,820,2.2666666666666666,28
CUST300,72684.42,9,2.7761194029850746,9,557,4.865671641791045,49
CUST301,72848.06,6,3.38,9,571,5.44,63
CUST302,32353.989999999998,4,2.6,7,606,7.15,61
CUST303,139161.66,8,3.2555555555555555,9,563,3.1777777777777776,28
CUST304,53574.78,6,2.9473684210526314,10,697,1.5789473684210527,56
CUST305,99502.91,10,2.984126984126984,10,650,3.4761904761904763,48
CUST306,44971.91,6,2.888888888888889,10,643,6.722222222222222,55
CUST307,67364.61,6,2.86046511627907,8,569,3.7209302325581395,45
CUST308,142717.89,10,2.9894736842105263,10,532,3.557894736842105,52
CUST309,136187.37,12,3.3626373626373627,10,531,3.857142857142857,42
CUST310,53570.72,4,3.075,9,579,6.2,31
CUST311,17811.99,3,2.388888888888889,6,628,13.333333333333334,48
CUST312,64673.52,5,2.8846153846153846,10,545,4.653846153846154,28
CUST313,62989.86,6,3.217391304347826,8,553,5.608695652173913,36
CUST314,35624.07,8,2.7142857142857144,6,551,7.8,35
CUST315,160552.61,11,3.277227722772277,10,564,3.1485148514851486,51
CUST316,65161.51,8,2.63265306122449,10,628,4.510204081632653,46
CUST317,9624.28,4,3.4285714285714284,5,556,48.0,28
CUST318,82996.72,10,3.056603773584906,9,552,6.169811320754717,37
CUST319,87157.54,8,3.0714285714285716,10,576,4.414285714285715,39
CUST320,80965.25,5,3.1147540983606556,9,531,5.065573770491803,59
CUST321,13009.48,3,2.1,5,850,2.6,18
CUST322,71172.58,7,3.06,10,541,6.82,21
CUST323,133115.53,9,3.141025641025641,8,647,2.1153846153846154,56
CUST324,76912.71,9,3.721311475409836,10,573,5.163934426229508,25
CUST325,33685.5,4,3.3043478260869565,6,653,7.739130434782608,40
CUST326,44643.42,7,2.967741935483871,8,550,9.064516129032258,35
CUST327,2694.86,2,1.8,4,581,34.2,37
CUST328,21683.05,3,3.2857142857142856,6,539,14.357142857142858,25
CUST329,9938.029999999999,4,1.9166666666666667,7,529,25.583333333333332,40
CUST330,55359.88,10,2.9056603773584904,9,645,4.566037735849057,49
CUST331,62785.79,7,3.0930232558139537,10,657,5.232558139534884,22
CUST332,69956.67,7,2.830188679245283,9,671,3.1132075471698113,21
CUST333,89947.37,10,2.67816091954023,9,580,3.2413793103448274,38
CUST334,43508.69,5,2.3333333333333335,8,548,5.7272727272727275,51
